AREA	BALDE	FICHEIRO	LINHA	TERMO	TRECHO
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/DetalheProduto.jsx	274	lances	{/* Histórico de lances */}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/DetalheProduto.jsx	288	Lances	📊 Histórico de Lances — {produto.edicaoId || "R-1"}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/DetalheProduto.jsx	290	lances	{lancesProduto.length === 0 ? (
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/DetalheProduto.jsx	291	lance	<p style={{ color: COR.muted, fontSize: "0.82rem" }}>Nenhum lance registrado ainda. Seja o primeiro!</p>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/DetalheProduto.jsx	304	lances	{lancesProduto.map((l, i) => (
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/EdicaoDetalhe.jsx	7	lance	// edicoesTick), consistente com o resto do app. Sem lógica de lance/RBAC (só leitura).
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/EdicaoDetalhe.jsx	67	lances	(pode ter encerrado). Veja as edições em andamento no início ou vá ao mercado de lances.
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/EdicaoDetalhe.jsx	77	Lances	>⚡ Ir para o Mercado de Lances</button>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/EdicaoDetalhe.jsx	124	lances	{edicao.lances ?? 0} lance(s) registrado(s)
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/EdicaoDetalhe.jsx	124	lance	{edicao.lances ?? 0} lance(s) registrado(s)
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/EdicaoDetalhe.jsx	149	Lances	>⚡ Ir para o Mercado de Lances</button>
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/ExcluirConta.jsx	66	lances	<li>Histórico de lances e perfil</li>
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/ExcluirConta.jsx	74	lances	<li>Saldo de senhas e lances já gravados na blockchain — imutáveis por natureza, identificados apenas pela carteira.</li>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	5	Lance	import { useLanceFeedback } from "../hooks/useLanceFeedback.js";
FRONTEND	STRING-TECNICA	desafio-gut/frontend/src/pages/MercadoLances.jsx	5	Lance	import { useLanceFeedback } from "../hooks/useLanceFeedback.js";
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	6	Lance	import CardLance from "../components/CardLance.jsx";
FRONTEND	STRING-TECNICA	desafio-gut/frontend/src/pages/MercadoLances.jsx	6	Lance	import CardLance from "../components/CardLance.jsx";
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	7	LanceS	import LanceStatusBadge from "../components/LanceStatusBadge.jsx";
FRONTEND	STRING-TECNICA	desafio-gut/frontend/src/pages/MercadoLances.jsx	7	LanceS	import LanceStatusBadge from "../components/LanceStatusBadge.jsx";
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	8	Lances	import TabelaLances from "../components/TabelaLances.jsx";
FRONTEND	STRING-TECNICA	desafio-gut/frontend/src/pages/MercadoLances.jsx	8	Lances	import TabelaLances from "../components/TabelaLances.jsx";
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	16	leilão	// REQ-01: descobre o cliente cujo leilão está ativo no momento, conforme
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	17	Leilao	// a categoria correspondente ao tipoLeilao atual. Sem cota cadastrada:
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	23	Leilao	async function buscarClienteDoLeilaoAtivo(tipo) {
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	86	Leilao	function OverlayVencedor({ vencedor, tipoLeilao, onNovaRodada, EDICAO_ATIVA, isMobile }) {
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MercadoLances.jsx	126	LEILÃO	}}>LEILÃO ENCERRADO</h2>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	130	Leilao	{" · "}{tipoLeilao === "flash" ? "⚡ Relâmpago" : "🎫 Programado"}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	149	lance	Nenhum lance único registrado.
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	166	Lances	export default function MercadoLances() {
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	170	Leilao	tipoLeilao, setTipoLeilao,
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	170	Leilao	tipoLeilao, setTipoLeilao,
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	171	lances	lances,
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	177	LanceS	handleLanceSucesso, handleNovaRodada,
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	179	Lances	// MC66 (Direção C) — o cronômetro vivo foi removido da aba Lances ("EM BREVE"
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	184	Leilao	// (isLeilaoAtivo=false) os componentes de leilão NÃO são montados; em seu
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	184	leilão	// (isLeilaoAtivo=false) os componentes de leilão NÃO são montados; em seu
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	185	leilão	// lugar uma vista de conformidade declara que o leilão está na versão Web.
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	186	Leilao	const { isLeilaoAtivo, isLoading: recursosCarregando } = useRecursosApp();
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	188	lance	// ── Feedback de lance em tempo real ──
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	189	Lance	const [meuUltimoLance, setMeuUltimoLance] = useState(null); // { valor, edicao }
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	189	Lance	const [meuUltimoLance, setMeuUltimoLance] = useState(null); // { valor, edicao }
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	190	lanceS	const { status: lanceStatus, mudou: lanceMudou } = useLanceFeedback(
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	190	lance	const { status: lanceStatus, mudou: lanceMudou } = useLanceFeedback(
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	190	Lance	const { status: lanceStatus, mudou: lanceMudou } = useLanceFeedback(
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	191	Lance	meuUltimoLance?.edicao ?? null,
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	192	Lance	meuUltimoLance?.valor ?? null
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	195	LanceS	const onLanceSucessoWrapper = useCallback((info) => {
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	196	Lance	setMeuUltimoLance({ valor: info.valorCentavos, edicao: EDICAO_ATIVA });
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	197	LanceS	handleLanceSucesso?.(info);
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	198	LanceS	}, [handleLanceSucesso, EDICAO_ATIVA]);
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	200	leilão	// REQ-01: banner do cliente do leilão ativo.
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	204	Leilao	buscarClienteDoLeilaoAtivo(tipoLeilao).then((c) => { if (!cancelado) setClienteAtivo(c); });
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	204	Leilao	buscarClienteDoLeilaoAtivo(tipoLeilao).then((c) => { if (!cancelado) setClienteAtivo(c); });
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	206	Leilao	}, [tipoLeilao]);
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	209	leilão	// vista de conformidade quando o leilão não está ativo nesta plataforma.
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	210	leilão	// Os componentes de leilão (CardLance, TabelaLances, timers) ficam DESMONTADOS.
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	210	Lance	// Os componentes de leilão (CardLance, TabelaLances, timers) ficam DESMONTADOS.
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	210	Lances	// Os componentes de leilão (CardLance, TabelaLances, timers) ficam DESMONTADOS.
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	212	Leilao	if (!isLeilaoAtivo)     return <MercadoConformidade isMobile={isMobile} />;
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	221	Leilao	tipoLeilao={tipoLeilao}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	221	Leilao	tipoLeilao={tipoLeilao}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	241	Leilao	tipoLeilao={tipoLeilao}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	241	Leilao	tipoLeilao={tipoLeilao}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	242	Leilao	setTipoLeilao={setTipoLeilao}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	242	Leilao	setTipoLeilao={setTipoLeilao}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	247	leilão	{/* ── Banner do cliente do leilão ativo (REQ-01) ── */}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	262	Leilão	Leilão {tipoLeilao === "flash" ? "⚡ Relâmpago" : "🎫 Programado"} ·
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	262	Leilao	Leilão {tipoLeilao === "flash" ? "⚡ Relâmpago" : "🎫 Programado"} ·
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	279	Lance	<CardLance
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	281	LanceS	onLanceSucesso={onLanceSucessoWrapper}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	281	LanceS	onLanceSucesso={onLanceSucessoWrapper}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	287	Leilao	tipoLeilao={tipoLeilao}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	287	Leilao	tipoLeilao={tipoLeilao}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	291	LanceS	<LanceStatusBadge
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	292	Lance	valor={meuUltimoLance?.valor}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	293	lanceS	status={lanceStatus}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	294	lance	mudou={lanceMudou}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	299	Lances	<TabelaLances lances={lances} idEdicao={EDICAO_ATIVA} prazoTimestamp={prazoTimestamp} encerrado={encerrado} />
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	299	lances	<TabelaLances lances={lances} idEdicao={EDICAO_ATIVA} prazoTimestamp={prazoTimestamp} encerrado={encerrado} />
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	299	lances	<TabelaLances lances={lances} idEdicao={EDICAO_ATIVA} prazoTimestamp={prazoTimestamp} encerrado={encerrado} />
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MercadoLances.jsx	339	leilão	// Transparente: declara que o leilão está na versão Web, sem o esconder e sem
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MercadoLances.jsx	361	Leilões	}}>Leilões na versão Web</h2>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	366	leilões	Os leilões do DesafioGUT acontecem na nossa versão Web. Abre{" "}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	368	lances	para participar com saldo, lances e carteira — tudo o que já usas.
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MercadoLances.jsx	385	leilão	Esta versão da loja não inclui o leilão. Nada fica escondido — é só uma
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	21	lances	const { lances, address, isConnected, abrirModal, EDICAO_ATIVA } = useAppContext();
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	24	Lances	const meusLances = lances.filter(
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	24	lances	const meusLances = lances.filter(
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	27	Lances	const todosLances = [...lances].sort((a, b) => a.valor - b.valor);
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	27	lances	const todosLances = [...lances].sort((a, b) => a.valor - b.valor);
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	29	lances	const lancesExibidos = (() => {
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	30	Lances	const base = address ? meusLances : todosLances;
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	30	Lances	const base = address ? meusLances : todosLances;
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	36	Lances	const totalUnico = todosLances.filter((l) => !l.repetido).length;
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	37	Lances	const totalRepet = todosLances.filter((l) => l.repetido).length;
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	38	Lances	const menorUnico = todosLances.filter((l) => !l.repetido)[0];
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	45	Lances	{ label: "Total de Lances",  value: todosLances.length, color: COR.blue300 },
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	45	Lances	{ label: "Total de Lances",  value: todosLances.length, color: COR.blue300 },
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	46	Lances	{ label: "Lances Únicos",    value: totalUnico,         color: COR.success },
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	47	Lances	{ label: "Lances Repetidos", value: totalRepet,         color: COR.danger  },
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	48	Lance	{ label: "Menor Lance",      value: menorUnico ? `R$ ${(menorUnico.valor / 100).toFixed(2)}` : "—", color: COR.gold },
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	60	lances	Histórico de lances e posições da edição{" "}
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	118	lances	}}>📍 Mostrando seus lances</span>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	124	lances	{lancesExibidos.length === 0 ? (
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	132	lance	{isConnected ? "Nenhum lance encontrado com este filtro." : "Nenhum lance registrado nesta edição."}
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	132	lance	{isConnected ? "Nenhum lance encontrado com este filtro." : "Nenhum lance registrado nesta edição."}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	136	lances	<MobileList lances={lancesExibidos} filtro={filtro} />
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	136	lances	<MobileList lances={lancesExibidos} filtro={filtro} />
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	138	lances	<DesktopTable lances={lancesExibidos} filtro={filtro} />
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	138	lances	<DesktopTable lances={lancesExibidos} filtro={filtro} />
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	154	lance	Art. 26: Apuração automática · Art. 8: Menor lance único ganha
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	160	lances	function MobileList({ lances, filtro }) {
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	163	lances	{lances.map((lance, i) => {
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	163	lance	{lances.map((lance, i) => {
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	164	lance	const isVencedor = !lance.repetido && i === 0 && filtro !== "repetidos";
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	165	lance	const enderecoAbrev = `${lance.endereco?.slice(0, 6)}...${lance.endereco?.slice(-4)}`;
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	165	lance	const enderecoAbrev = `${lance.endereco?.slice(0, 6)}...${lance.endereco?.slice(-4)}`;
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	193	lance	{lance.txHash && (
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	197	lance	}}>{lance.txHash.slice(0, 14)}...</div>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	205	lance	}}>R$ {(lance.valor / 100).toFixed(2)}</div>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	211	lance	background: lance.repetido ? "rgba(239,68,68,0.15)" : "rgba(16,185,129,0.15)",
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	212	lance	color: lance.repetido ? COR.danger : COR.success,
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	213	lance	border: `1px solid ${lance.repetido ? "rgba(239,68,68,0.3)" : "rgba(16,185,129,0.3)"}`,
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	214	lance	}}>{lance.repetido ? "❌ Repetido" : isVencedor ? "🏆 Menor e Único" : "✅ Único"}</span>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	223	lances	function DesktopTable({ lances, filtro }) {
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	228	Lance	{["#", "Participante", "Valor (R$)", "Status", "ID do Lance"].map((h) => (
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	238	lances	{lances.map((lance, i) => {
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	238	lance	{lances.map((lance, i) => {
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	239	lance	const isVencedor = !lance.repetido && i === 0 && filtro !== "repetidos";
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	249	lance	{lance.endereco?.slice(0, 8)}...{lance.endereco?.slice(-4)}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	249	lance	{lance.endereco?.slice(0, 8)}...{lance.endereco?.slice(-4)}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	254	lance	}}>R$ {(lance.valor / 100).toFixed(2)}</td>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	259	lance	background: lance.repetido ? "rgba(239,68,68,0.15)" : "rgba(16,185,129,0.15)",
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	260	lance	color: lance.repetido ? COR.danger : COR.success,
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	261	lance	border: `1px solid ${lance.repetido ? "rgba(239,68,68,0.3)" : "rgba(16,185,129,0.3)"}`,
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	262	lance	}}>{lance.repetido ? "❌ Repetido" : isVencedor ? "🏆 Menor e Único" : "✅ Único"}</span>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MeusAtivos.jsx	265	lance	{lance.txHash ? `${lance.txHash.slice(0, 12)}...` : "—"}
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MeusAtivos.jsx	265	lance	{lance.txHash ? `${lance.txHash.slice(0, 12)}...` : "—"}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	34	lances	address, userLabel, lances, user,
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	37	Leilao	setTipoLeilao,
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	78	Lance	// saldoSenhas on-chain; Lance Relâmpago debita aqui em centavos.
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	81	Lance	function irParaLanceRelampago() {
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	82	Leilao	try { setTipoLeilao?.("flash"); } catch {}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	86	Lances	const meusLances = lances.filter(
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	86	lances	const meusLances = lances.filter(
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	127	lances	Acompanhe seu saldo de senhas e seus lances no DesafioGUT.
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	142	lance	/lance-relampago → -centavos. */}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	185	Lance	Saldo em reais para Lance Relâmpago. Para Lance Programado, troque por Senhas (R$ {VALOR_POR_SENHA_BRL.toFixed(2)} cada).
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	185	Lance	Saldo em reais para Lance Relâmpago. Para Lance Programado, troque por Senhas (R$ {VALOR_POR_SENHA_BRL.toFixed(2)} cada).
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	229	Lance	onClick={irParaLanceRelampago}
FRONTEND	COMENTARIO	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	232	lance	// MC48 P2 — laranja suave (CTA de lance).
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	241	Lances	title={!saldoReais ? "Deposite PIX primeiro" : "Vai ao Mercado de Lances em modo Relâmpago"}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	243	Lance	⚡ Lance Relâmpago
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	272	Lance	Atualiza via listener SenhasCreditadas + LanceDado e polling
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	348	leilão	title={!saldoNumero ? "Compre fichas para participar do leilão" : "Ir ao Mercado de Lances"}
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	348	Lances	title={!saldoNumero ? "Compre fichas para participar do leilão" : "Ir ao Mercado de Lances"}
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	350	Lances	🎯 Usar no Mercado de Lances
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	404	lances	{/* Meus lances */}
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	406	Lances	<h3 style={tituloStyle}>📋 Meus Lances ({meusLances.length})</h3>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	406	Lances	<h3 style={tituloStyle}>📋 Meus Lances ({meusLances.length})</h3>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	407	Lances	{meusLances.length === 0 ? (
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	413	lance	<span style={{ fontSize: "0.82rem" }}>Nenhum lance registrado ainda com esta carteira.</span>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/MinhaCarteira.jsx	417	Lances	{meusLances.map((l, i) => (
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/Privacidade.jsx	77	leilão	O DesafioGUT é uma plataforma de leilão de "menor lance único": os utilizadores
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/Privacidade.jsx	77	lance	O DesafioGUT é uma plataforma de leilão de "menor lance único": os utilizadores
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/Privacidade.jsx	78	leilões	participam em leilões, lançam lances e podem adquirir produtos/senhas mediante
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/Privacidade.jsx	78	lances	participam em leilões, lançam lances e podem adquirir produtos/senhas mediante
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/Privacidade.jsx	92	lances	<li style={liStyle}>Finalidade: criação e gestão da conta, autenticação, assinatura de transações on-chain (lances) e prestação do serviço.</li>
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/pages/Privacidade.jsx	105	lances	3.3. Atividade no app (interações, lances, histórico)
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/Privacidade.jsx	108	lances	<li style={liStyle}>Registos de interações: lances (com hash Argon2id off-chain de prova de intenção), histórico de compras, saldo de senhas e visualizações.</li>
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/Privacidade.jsx	111	leilões	<li style={liStyle}>Coleta não estritamente obrigatória para a navegação básica, mas necessária para participar em leilões. Base legal: execução do contrato e interesse l
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/pages/Privacidade.jsx	125	lances	<li style={liStyle}>Os lances são registados no smart contract LeilaoGUT na rede Ethereum mainnet. Os dados on-chain (endereço da carteira, valores, timestamps) são públi
