AREA	BALDE	FICHEIRO	LINHA	COL	TERMO	TRECHO
FRONTEND	COMENTARIO	desafio-gut/frontend/src/utils/rateLimiter.js	6	36	lances	*  - Cooldown de 3 segundos entre lances consecutivos
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/utils/rateLimiter.js	12	11	LANCES	const MAX_LANCES = 5;        // máximo por janela
FRONTEND	COMENTARIO	desafio-gut/frontend/src/utils/rateLimiter.js	13	48	lances	const COOLDOWN_MS = 3_000;   // cooldown entre lances
FRONTEND	COMENTARIO	desafio-gut/frontend/src/utils/rateLimiter.js	29	39	lance	* Verifica se o endereço pode dar um lance agora.
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/utils/rateLimiter.js	42	54	lance	motivo: `Aguarde ${restante}s antes do próximo lance.`,
FRONTEND	IDENTIFICADOR	desafio-gut/frontend/src/utils/rateLimiter.js	46	27	LANCES	if (bucket.count >= MAX_LANCES) {
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/utils/rateLimiter.js	50	32	LANCES	motivo: `Limite de ${MAX_LANCES} lances por minuto atingido. Aguarde ${restante}s.`,
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/utils/rateLimiter.js	50	40	lances	motivo: `Limite de ${MAX_LANCES} lances por minuto atingido. Aguarde ${restante}s.`,
FRONTEND	COMENTARIO	desafio-gut/frontend/src/utils/rateLimiter.js	58	16	lance	* Registra um lance consumido para o endereço.
FRONTEND	COMENTARIO	desafio-gut/frontend/src/utils/sanitize.js	13	34	lance	* Valida e sanitiza um valor de lance em centavos.
FRONTEND	COMENTARIO	desafio-gut/frontend/src/utils/web3.js	82	26	lance	* Gera hash Argon2id do lance para fins de auditoria/log off-chain.
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/utils/web3.js	105	34	Lance	"DESAFIOGUT — Confirmação de Lance",
FRONTEND	COMENTARIO	desafio-gut/frontend/src/utils/web3.js	192	15	lance	* Submete um lance on-chain chamando darLance(idEdicao, valorEmCentavos).
FRONTEND	COMENTARIO	desafio-gut/frontend/src/utils/web3.js	213	48	lances	* não está autenticado (qualquer visitante vê lances entrando em tempo real).
FRONTEND	COMENTARIO	desafio-gut/frontend/src/widgets/layout/AppLayout.jsx	20	36	leilão	// Ela existe para dar ambiente ao leilão; num ecrã de administração só baixa o
FRONTEND	STRING-TECNICA	desafio-gut/frontend/src/widgets/layout/BottomNav.jsx	23	32	Lances	{ path: "/mercado",  label: "Lances",   Icon: IconTarget,    end: false, ariaLabel: "Ir para Mercado de Lances" },
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/widgets/layout/BottomNav.jsx	23	107	Lances	{ path: "/mercado",  label: "Lances",   Icon: IconTarget,    end: false, ariaLabel: "Ir para Mercado de Lances" },
FRONTEND	COMENTARIO	desafio-gut/frontend/src/widgets/layout/navModel.jsx	10	30	Lances	// rótulos curtos ("Início"/"Lances"/"Carteira") diferentes do desktop. Essa
FRONTEND	TEXTO-UI	desafio-gut/frontend/src/widgets/layout/Sidebar.jsx	28	48	Lances	{ path: "/mercado",       label: "Mercado de Lances", icon: <IconTarget />,    end: false },
FRONTEND	COMENTARIO	desafio-gut/frontend/src/widgets/layout/Sidebar.jsx	73	16	Leilão	// comuns de Leilão (Dashboard de leilão, carteira pessoal, mercado, vitrine,
FRONTEND	COMENTARIO	desafio-gut/frontend/src/widgets/layout/Sidebar.jsx	73	37	leilão	// comuns de Leilão (Dashboard de leilão, carteira pessoal, mercado, vitrine,
FRONTEND	TEXTO-UI	desafio-gut/frontend/index.html	7	29	Lance	<title>DesafioGUT — O Menor Lance Único Ganha</title>
FRONTEND	TEXTO-UI	desafio-gut/frontend/index.html	8	113	lance	<meta name="description" content="DesafioGUT · Grupo União e Trabalho — E-commerce via Dropshipping. Dê seu lance: o menor valor único vence. Grátis para se cadastrar. Vi
FRONTEND	TEXTO-UI	desafio-gut/frontend/index.html	9	61	Lance	<meta property="og:title" content="DesafioGUT — O Menor Lance Único Ganha" />
FRONTEND	TEXTO-UI	desafio-gut/frontend/index.html	10	53	lance	<meta property="og:description" content="Dê seu lance no DesafioGUT. Menor valor único ganha o produto. Grupo União e Trabalho · CNPJ 23.040.066/0001-00." />
FRONTEND	TEXTO-UI	desafio-gut/frontend/index.html	22	62	Lance	<meta name="twitter:title" content="DesafioGUT — O Menor Lance Único Ganha" />
FRONTEND	TEXTO-UI	desafio-gut/frontend/index.html	23	54	lance	<meta name="twitter:description" content="Dê seu lance no DesafioGUT. Menor valor único ganha o produto." />
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/auth-lance.mjs	1	34	lance	// POST /.netlify/functions/auth-lance
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/auth-lance.mjs	3	58	lance	// Resposta 200: { token, ttl }  — JWT { endereco, tipo:"lance-auth" } válido 10 min
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/auth-lance.mjs	6	36	lance	// Emite token de autorização para lance-relampago após verificar que o
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/auth-lance.mjs	20	11	LANCE	const TTL_LANCE_AUTH = 10 * 60; // 10 min
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/auth-lance.mjs	35	48	lance	const rl = await aplicarRateLimit(req, "auth-lance", 10);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/auth-lance.mjs	86	40	lance	await registrarFalhaJwt(req, "auth-lance");
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/auth-lance.mjs	91	40	lance	await registrarFalhaJwt(req, "auth-lance");
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/auth-lance.mjs	95	16	lance	// Emite JWT lance-auth
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/auth-lance.mjs	98	50	LANCE	token = await assinarLanceAuth(endereco, TTL_LANCE_AUTH);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/auth-lance.mjs	100	26	lance	console.error("[auth-lance] assinarLanceAuth falhou:", err?.message);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/auth-lance.mjs	104	23	lance	console.info("[auth-lance] token emitido", { endereco });
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/auth-lance.mjs	105	41	LANCE	return jsonResponse({ token, ttl: TTL_LANCE_AUTH });
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/auth-user.mjs	7	59	lance	// saldo-rs, renovacao-adesao, voucher). Idêntico ao auth-lance mas com:
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/auth-user.mjs	8	34	lance	//   - tipo "user-session" (não "lance-auth")
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/auth-user.mjs	9	37	lance	//   - TTL padrão 24h (vs 10 min de lance-auth)
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/backup-blobs.mjs	27	4	lance	"lance-idem",
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/banners.mjs	12	47	lance	//   - Modo Cliente (Authorization Bearer JWT lance-auth + premium flag):
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/banners.mjs	201	43	lance	//   2) Cliente (Authorization: Bearer <lance-auth JWT>).
BACKEND	TEXTO-UI	desafio-gut/frontend/netlify/functions/banners.mjs	210	107	lance	return jsonError(401, "auth_obrigatorio", "envie admin (Bearer admin-JWT) OU Authorization: Bearer <lance-auth>");
BACKEND	TEXTO-UI	desafio-gut/frontend/netlify/functions/banners.mjs	215	40	lance	return jsonError(401, code, "JWT lance-auth inválido ou expirado");
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/chatbot.mjs	79	52	leilão	// criação ("quero criar", "criar edição", "novo leilão", "nova edição").
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/chatbot.mjs	83	76	leilao	criar_edicao_wizard: /\bwizard\b|\bsetup\b|assistente|passo a passo|novo leilao|quero criar|\b(cri[ae]r?|abr[ae]|abrir)\b.*\bedic(ao|oes)\b|nova edic(ao|oes)|criar.*guiad
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/chatbot.mjs	91	31	lances	dados_mercado:   /volume de lances|cotas comerciais|relatorio de mercado|dados de mercado/,
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/chatbot.mjs	93	85	leilao	simular_vencedor: /quem (ganha|ganharia|venceria|vence)|vencedor provisorio|se (o leilao )?terminasse agora|simul[ae]r?( o)? (resultado|vencedor)|apurar( agora)?/,
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/chatbot.mjs	95	50	leilao	pulso_edicao: /\bpulso\b|como esta (a edicao|o leilao|indo)|metric[ao]s|relatorio de (pulso|desempenho)|desempenho da edicao/,
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/chatbot.mjs	1033	68	lance	// MC15.6 ITEM 5 — simular_vencedor (admin + corporativo). Menor lance único.
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/chatbot.mjs	1117	11	licitantesUnicos	licitantesUnicos: m.licitantesUnicos,
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/chatbot.mjs	1117	31	licitantesUnicos	licitantesUnicos: m.licitantesUnicos,
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/chatbot.mjs	1376	42	leilão	// MC29.1 — modo de conformidade: se o leilão não está ativo na plataforma do
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/chatbot.mjs	1378	6	leilão	// leilão está na versão Web. Fail-soft: erro de leitura → leilão ativo (PWA),
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/chatbot.mjs	1378	62	leilão	// leilão está na versão Web. Fail-soft: erro de leitura → leilão ativo (PWA),
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/chatbot.mjs	1386	73	leilão	console.warn("[chatbot] resolução de plataforma falhou (fail-soft → leilão ativo):", err?.message);
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/comprar-senhas.mjs	2	67	lance	// Header: Authorization: Bearer <token>  — JWT { endereco, tipo:"lance-auth" } emitido por /auth-lance
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/comprar-senhas.mjs	2	99	lance	// Header: Authorization: Bearer <token>  — JWT { endereco, tipo:"lance-auth" } emitido por /auth-lance
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/comprar-senhas.mjs	13	22	lance	//   1) Verifica JWT lance-auth (mesmo mecanismo do lance-relampago).
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/comprar-senhas.mjs	13	53	lance	//   1) Verifica JWT lance-auth (mesmo mecanismo do lance-relampago).
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/comprar-senhas.mjs	127	32	lance	// ── 1. Auth: verificar JWT lance-auth ─────────────────────────────────────
BACKEND	TEXTO-UI	desafio-gut/frontend/netlify/functions/comprar-senhas.mjs	131	112	lance	return jsonError(401, "token_ausente", "Authorization: Bearer <token> obrigatório — obtenha via POST /auth-lance");
BACKEND	TEXTO-UI	desafio-gut/frontend/netlify/functions/comprar-senhas.mjs	138	91	lance	return jsonError(401, code, "token inválido ou expirado — obtenha novo via POST /auth-lance");
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/comprar-senhas.mjs	173	56	lance	//   PIX). A posse da carteira já é provada pelo JWT lance-auth (passo 1); o MFA
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	1	40	lances	// POST /.netlify/functions/consolidar-lances   — APENAS coordenação/admin.
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	4	35	leilão	// MC28.1 SEGMENTO 4. Consolida o leilão no fecho:
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	5	21	lances	//   1) lê TODOS os lances (Key-Per-Bid) com paginação + paralelismo (SEGMENTO 5);
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	5	37	Bid	//   1) lê TODOS os lances (Key-Per-Bid) com paginação + paralelismo (SEGMENTO 5);
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	6	23	lance	//   2) apura o menor lance único OFF-CHAIN (Artigo VIII) — custo on-chain O(1);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	16	60	bids	import { marcarConsolidado, estaConsolidado } from "./_lib/bids-store.mjs";
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	30	34	lances	export function apurarMenorUnico(lances) {
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	32	19	lances	for (const l of lances) cont.set(l.valorCentavos, (cont.get(l.valorCentavos) || 0) + 1);
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	34	19	lances	for (const l of lances) {
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	74	22	lance	// 5. Apurar menor lance único OFF-CHAIN — leitura via fachada data-store
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	76	9	lances	const lances  = await getLances(edicaoId);
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	77	36	lances	const apurado = apurarMenorUnico(lances);
BACKEND	TEXTO-UI	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	78	63	lance	if (!apurado) return jsonError(422, "sem_vencedor", "nenhum lance único nesta edição");
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	92	60	leilão	// 7. EIP-712 (recibo de auditoria off-chain) — nonce do leilão (anti-replay)
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/consolidar-lances.mjs	131	74	lances	txHash: receipt.hash, blockNumber: receipt.blockNumber, totalLances: lances.length,
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	8	31	lances	//   1. Lê snapshot atual dos lances do blob (programado, edicaoId padrão).
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	9	22	lance	//   2. Apura "menor lance único" off-chain a partir do snapshot.
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	12	25	lances	//   5. Limpa o blob de lances do programado (lances-programado:{edicaoId})
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	12	47	lances	//   5. Limpa o blob de lances do programado (lances-programado:{edicaoId})
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	13	27	lances	//      OU dispara `purge-lances` para zerar o estado off-chain. Aqui usamos
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	32	12	LANCES	const BLOB_LANCES_PROGRAMADO = "lances-programado";
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	32	33	lances	const BLOB_LANCES_PROGRAMADO = "lances-programado";
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	52	32	lances	function apurarMenorLanceUnico(lances) {
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	54	22	lances	if (!Array.isArray(lances) || lances.length === 0) return null;
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	54	33	lances	if (!Array.isArray(lances) || lances.length === 0) return null;
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	56	19	lances	for (const l of lances) {
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	67	25	lances	const lanceVencedor = lances.find((l) => Number(l?.valorCentavos ?? l?.valor) === menor);
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	91	26	lances	// 1. Ler snapshot dos lances do programado.
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	92	39	LANCES	const storeLances = abrirStore(BLOB_LANCES_PROGRAMADO);
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	93	20	lances	let snapshot = { lances: [] };
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	99	42	lances	console.warn("[cron-reset] leitura lances-programado falhou:", err?.message);
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	104	51	lances	const vencedor = apurarMenorLanceUnico(snapshot.lances || []);
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	110	27	lances	qtdLances: snapshot.lances?.length || 0,
BACKEND	TEXTO-UI	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	112	69	lances	acoes: ["persistir resultado", "marcar reset do dia", "limpar lances"],
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	121	29	lances	qtdLances:     snapshot.lances?.length || 0,
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	123	29	lances	snapshot:      snapshot.lances || [],
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	145	16	lances	// 5. Limpar lances do programado (deixa flash intacto).
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/cron-reset-programado.mjs	148	53	lances	catch (err) { console.warn("[cron-reset] limpar lances falhou:", err?.message); }
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/edicoes.mjs	1	63	leilão	// /.netlify/functions/edicoes — MC15.4 (múltiplas edições de leilão).
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/edicoes.mjs	5	74	lances	//   Resposta 200: { edicoes: { "<id>": { id, tipo, produto, termino_em, lances, status } } }
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/exportar-dados.mjs	12	39	lance	// consent-log (entradas do address), lance-idem (idem) e pedidos (idem).
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/exportar-dados.mjs	138	9	lance	dados.lance_idem  = await coletarPorValor("lance-idem", endereco);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/exportar-dados.mjs	138	46	lance	dados.lance_idem  = await coletarPorValor("lance-idem", endereco);
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	1	29	lance	// POST /.netlify/functions/lance-relampago
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	2	67	lance	// Header: Authorization: Bearer <token>  — JWT { endereco, tipo:"lance-auth" } emitido por /auth-lance
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	2	99	lance	// Header: Authorization: Bearer <token>  — JWT { endereco, tipo:"lance-auth" } emitido por /auth-lance
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	5	49	lance	// Resposta 200: { ..., idempotent: true }    — lance já processado (idempotência)
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	6	50	lance	// Resposta 201: { ok, lanceId, ... }          — lance novo criado
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	32	7	LANCE	const LANCE_MIN_CENTAVOS = 1;
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	33	7	LANCE	const LANCE_MAX_CENTAVOS = 999999;
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	35	12	LANCES	const BLOB_LANCES        = "lances-relampago";
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	35	29	lances	const BLOB_LANCES        = "lances-relampago";
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	36	29	lance	const BLOB_IDEM          = "lance-idem";
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	41	20	lance	console.warn(`[lance-relampago] Blobs ${name} indisponível:`, err?.message);
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	49	11	LANCE	if (n < LANCE_MIN_CENTAVOS || n > LANCE_MAX_CENTAVOS) {
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	49	37	LANCE	if (n < LANCE_MIN_CENTAVOS || n > LANCE_MAX_CENTAVOS) {
BACKEND	TEXTO-UI	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	50	89	LANCE	throw new ValidationError("valor_fora_do_limite", `valorCentavos deve estar entre ${LANCE_MIN_CENTAVOS} e ${LANCE_MAX_CENTAVOS}`);
BACKEND	TEXTO-UI	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	50	113	LANCE	throw new ValidationError("valor_fora_do_limite", `valorCentavos deve estar entre ${LANCE_MIN_CENTAVOS} e ${LANCE_MAX_CENTAVOS}`);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	67	43	lance	const rl = await aplicarRateLimit(req, "lance-relampago", 5);
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	71	63	lances	// Se o sistema está em modo pânico (/panic), rejeita novos lances com 503.
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	77	32	lance	// ── 1. Auth: verificar JWT lance-auth ─────────────────────────────────────
BACKEND	TEXTO-UI	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	81	112	lance	return jsonError(401, "token_ausente", "Authorization: Bearer <token> obrigatório — obtenha via POST /auth-lance");
BACKEND	TEXTO-UI	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	88	91	lance	return jsonError(401, code, "token inválido ou expirado — obtenha novo via POST /auth-lance");
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	92	49	lance	const mfaBlock = requireMfa(req, jwtPayload, "lance-relampago");
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	120	25	Lance	// ── 4.5. MC49.3.1 — Lance relâmpago liberado para QUALQUER carteira autenticada
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	124	8	lance	//   lance-auth (passo 1); o MFA gate (passo 1.5), o anti-IDOR (passo 4) e a
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	139	18	lance	console.info("[lance-relampago] início", {
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	141	54	lance	role, // MC49.3.1 — auditoria: papel do autor do lance (não bloqueia; ver passo 4.5)
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	151	26	lance	console.info("[lance-relampago] idempotent hit", { endereco, idempotencyKey });
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	155	24	lance	console.warn("[lance-relampago] leitura lance-idem falhou (não-fatal):", err?.message);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	155	49	lance	console.warn("[lance-relampago] leitura lance-idem falhou (não-fatal):", err?.message);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	169	20	lance	console.warn("[lance-relampago] buscarEdicao falhou — tratando como relampago:", err?.message);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	181	23	lance	console.error("[lance-relampago:programado] lerSaldoSenhas falhou:", err?.message);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	211	71	lance	debito = await debitarSaldoRs({ endereco, valorCentavos, motivo: `lance-${edicaoId}` });
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	228	22	lance	// ── 7. Persistir lance ─────────────────────────────────────────────────────
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	232	52	Bid	// ── MAINNET: Compromisso Cego (A2) + Key-Per-Bid ─────────────────────────
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	234	17	lance	// Blob por-lance, isolado e imutável (sem race; G-3 resolvido).
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	242	47	Bid	// 7b. Valor real → data-store (Key-Per-Bid). Via a fachada (MC32.1): com
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	247	49	lance	// Em mainnet a falha é FATAL: não gravar lance sem o commitment correspondente.
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	248	23	lance	console.error("[lance-relampago] blindagem (commit/KPB) falhou:", err?.message);
BACKEND	TEXTO-UI	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	249	78	lance	return jsonError(502, "blindagem_falhou", "não foi possível registar o lance blindado");
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	253	35	LANCES	const store = abrirStore(BLOB_LANCES);
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	256	78	lances	const existente = (await store.get(edicaoId, { type: "json" })) || { lances: [] };
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	257	19	lances	existente.lances.push(registro);
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	260	84	lance	// ── MC15.7 ITEM 1 — notificações de unicidade (fail-soft; nunca quebra o lance)
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	263	13	lances	lances: existente.lances, valorCentavos, edicaoId, autorEndereco: endereco,
BACKEND	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	263	31	lances	lances: existente.lances, valorCentavos, edicaoId, autorEndereco: endereco,
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	266	26	lance	console.warn("[lance-relampago] notificação de unicidade falhou (não-fatal):", err?.message);
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	271	59	lance	// tornando a recompensa imediata (sem exigir 1.º lance). O gancho do 1.º lance
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	271	83	lance	// tornando a recompensa imediata (sem exigir 1.º lance). O gancho do 1.º lance
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	275	24	lance	console.warn("[lance-relampago] persistir lance falhou (não-fatal):", err?.message);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	275	51	lance	console.warn("[lance-relampago] persistir lance falhou (não-fatal):", err?.message);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	294	24	lance	console.warn("[lance-relampago] persistir lance-idem falhou (não-fatal):", err?.message);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	294	51	lance	console.warn("[lance-relampago] persistir lance-idem falhou (não-fatal):", err?.message);
BACKEND	STRING-TECNICA	desafio-gut/frontend/netlify/functions/lance-relampago.mjs	299	18	lance	console.info("[lance-relampago] concluído", {
BACKEND	COMENTARIO	desafio-gut/frontend/netlify/functions/lances-flash.mjs	1	28	lances	// GET /.netlify/functions/lances-flash?edicaoId=R-1
